id,conduct_score_pred,severity_level,reason_text,solution_text
2723,0.1451,Cao,"Theo ghi nhận, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh",Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
2724,0.3058,Trung bình,"Theo ghi nhận, Chưa có minh chứng đóng góp cộng đồng nổi bật","Từ đó, rèn luyện kỹ năng làm việc nhóm qua dự án"
2725,0.6866,Thấp,Tương tác tích cực trong các buổi sinh hoạt kỹ năng. Cần tăng cường tham gia hoạt động có trọng điểm,Ghi nhận thành tích và nộp minh chứng đúng hạn
2726,0.6035,Thấp,Tham gia tập huấn kỹ năng mềm theo lộ trình,Tổ chức hoạt động học thuật quy mô nhỏ
2727,0.4618,Trung bình,Quan sát cho thấy Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài,Tham gia nhóm học tập tình nguyện cố định
2728,0.7281,Thấp,"Hoàn thành minh chứng rèn luyện đầy đủ, đúng hạn",Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
2729,0.7643,Thấp,Quan sát cho thấy Đề xuất ý tưởng hoạt động cho chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Hỗ trợ truyền thông và hậu cần cho chương trình
2730,0.4679,Trung bình,"Đáng chú ý, Chưa tận dụng các chương trình kỹ năng mềm",Chủ động nhận nhiệm vụ trong sự kiện của khoa và báo cáo minh chứng trên LMS
2731,0.4877,Trung bình,"Đáng chú ý, Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tham gia nhóm học tập tình nguyện cố định
2732,0.6512,Thấp,Đóng góp hoạt động cộng đồng tại địa phương,Hệ quả là tổ chức hoạt động học thuật quy mô nhỏ và báo cáo minh chứng trên LMS
2733,0.3379,Trung bình,Nộp minh chứng rèn luyện sát hạn chót,Hệ quả là xây dựng lịch rèn luyện đều đặn theo tuần
2734,0.7416,Thấp,"Theo ghi nhận, Duy trì sinh hoạt câu lạc bộ học thuật. Ảnh hưởng trực tiếp tới điểm rèn luyện",Chia sẻ kinh nghiệm rèn luyện cho lớp
2735,0.3226,Trung bình,Tham gia thi học thuật nhưng dừng ở vòng loại,Đặt mục tiêu điểm rèn luyện từng giai đoạn
2736,0.7953,Thấp,"Trong học kỳ này, Có kế hoạch rèn luyện cá nhân theo tháng. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
2737,0.7487,Thấp,"Đáng chú ý, Thực hiện nhật ký rèn luyện cá nhân đều đặn",Đảm nhận mentor cho nhóm sinh viên mới và báo cáo minh chứng trên LMS
2738,0.4905,Trung bình,Thực tế cho thấy Chưa có minh chứng đóng góp cộng đồng nổi bật. Cần tăng cường tham gia hoạt động có trọng điểm,Chuẩn bị nội dung trước khi dự seminar học thuật
2739,0.5186,Trung bình,Thực tế cho thấy Hoạt động phong trào thiếu tính liên tục,Chủ động nhận nhiệm vụ trong sự kiện của khoa
2740,0.1829,Cao,Quan sát cho thấy Không hoàn thành nghĩa vụ trực nhật/lao động công ích. Cần tăng cường tham gia hoạt động có trọng điểm,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng và báo cáo minh chứng trên LMS
2741,0.139,Cao,"Theo ghi nhận, Không đóng góp vào hoạt động tập thể của lớp. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đăng ký ít nhất 1 chương trình tình nguyện dài ngày và báo cáo minh chứng trên LMS
2742,0.0159,Cao,Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ,Tham gia đội hình tình nguyện tại địa phương
2743,0.4889,Trung bình,Quan sát cho thấy Tham gia seminar nhưng không phản hồi nội dung. Ảnh hưởng trực tiếp tới điểm rèn luyện,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2744,0.1468,Cao,Không hoàn thành số buổi sinh hoạt chi đoàn theo quy định. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Từ đó, tham gia câu lạc bộ học thuật theo sở thích cá nhân"
2745,0.4984,Trung bình,Quan sát cho thấy Tham gia câu lạc bộ học thuật nhưng ít hoạt động. Cần tăng cường tham gia hoạt động có trọng điểm,Tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS
2746,0.0201,Cao,Thực tế cho thấy Bỏ qua chương trình thiện nguyện của trường. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia đội hình tình nguyện tại địa phương
2747,0.8089,Thấp,"Đáng chú ý, Tham gia ổn định các hoạt động Đoàn–Hội. Cần tăng cường tham gia hoạt động có trọng điểm",Ghi nhận thành tích và nộp minh chứng đúng hạn
2748,0.0405,Cao,"Trong học kỳ này, Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ",Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
2749,0.0312,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức,Tham gia đội hình tình nguyện tại địa phương
2750,0.3108,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2751,0.6108,Thấp,Chia sẻ kinh nghiệm tham gia phong trào với lớp. Ảnh hưởng trực tiếp tới điểm rèn luyện,Nhận thêm vai trò điều phối trong sự kiện và báo cáo minh chứng trên LMS
2752,0.7493,Thấp,Đóng góp đều cho hoạt động lớp và chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Duy trì tần suất tham gia và lan tỏa tới bạn bè
2753,0.6739,Thấp,"Trong học kỳ này, Tham gia cuộc thi học thuật và đạt thành tích khá",Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
2754,0.4393,Trung bình,Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều. Cần tăng cường tham gia hoạt động có trọng điểm,Xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
2755,0.8006,Thấp,"Trong học kỳ này, Tương tác tích cực trong các buổi sinh hoạt kỹ năng",Nhận thêm vai trò điều phối trong sự kiện
2756,0.1717,Cao,Chưa tham gia bất kỳ câu lạc bộ học thuật nào. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
2757,0.3262,Trung bình,"Theo ghi nhận, Tham gia thi học thuật nhưng dừng ở vòng loại",Đề xuất sáng kiến nhỏ cho chi đoàn
2758,0.1544,Cao,Không tham gia hội thảo học thuật hoặc seminar chuyên đề,Tham dự tối thiểu 2 seminar học thuật mỗi tháng
2759,0.8003,Thấp,Chủ động hỗ trợ công tác tổ chức sự kiện,Tham gia các dự án cộng đồng dài hạn
2760,0.7063,Thấp,"Đáng chú ý, Đóng góp đều cho hoạt động lớp và chi đoàn. Cần tăng cường tham gia hoạt động có trọng điểm",Hệ quả là nhận thêm vai trò điều phối trong sự kiện và báo cáo minh chứng trên LMS
2761,0.1582,Cao,Không hoàn thành số buổi sinh hoạt chi đoàn theo quy định,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
2762,0.0153,Cao,Chưa hoàn thành cam kết rèn luyện đầu kỳ,Tham dự tối thiểu 2 seminar học thuật mỗi tháng
2763,0.1701,Cao,Ít tham gia hoạt động Đoàn–Hội trong học kỳ,Tham gia đội hình tình nguyện tại địa phương
2764,0.7949,Thấp,"Hoàn thành minh chứng rèn luyện đầy đủ, đúng hạn",Tổ chức hoạt động học thuật quy mô nhỏ và báo cáo minh chứng trên LMS
2765,0.3141,Trung bình,"Theo ghi nhận, Hoạt động phong trào thiếu tính liên tục",Xây dựng lịch rèn luyện đều đặn theo tuần
2766,0.0728,Cao,"Theo ghi nhận, Không tham gia các cuộc thi học thuật cấp khoa. Cần tăng cường tham gia hoạt động có trọng điểm",Đăng ký trực nhật/lực lượng hậu cần trong sự kiện
2767,0.3166,Trung bình,"Đáng chú ý, Tham gia câu lạc bộ học thuật nhưng ít hoạt động",Xây dựng lịch rèn luyện đều đặn theo tuần
2768,0.5822,Trung bình,Quan sát cho thấy Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài. Ảnh hưởng trực tiếp tới điểm rèn luyện,Xây dựng lịch rèn luyện đều đặn theo tuần
2769,0.5852,Trung bình,Thực tế cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Đặt mục tiêu điểm rèn luyện từng giai đoạn
2770,0.0615,Cao,"Trong học kỳ này, Chậm trễ trong việc xác nhận minh chứng tham gia. Ảnh hưởng trực tiếp tới điểm rèn luyện",Hệ quả là tham gia đội hình tình nguyện tại địa phương và báo cáo minh chứng trên LMS
2771,0.5925,Trung bình,Ít đề xuất sáng kiến cho chi đoàn,Chủ động nhận nhiệm vụ trong sự kiện của khoa
2772,0.241,Cao,Thực tế cho thấy Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
2773,0.2448,Cao,"Trong học kỳ này, Vi phạm nội quy trong sự kiện của khoa. Cần tăng cường tham gia hoạt động có trọng điểm",Tham gia câu lạc bộ học thuật theo sở thích cá nhân
2774,0.2479,Cao,"Đáng chú ý, Không đóng góp vào hoạt động tập thể của lớp","Từ đó, đăng ký trực nhật/lực lượng hậu cần trong sự kiện"
2775,0.8025,Thấp,"Theo ghi nhận, Đóng góp hoạt động cộng đồng tại địa phương. Cần tăng cường tham gia hoạt động có trọng điểm",Ghi nhận thành tích và nộp minh chứng đúng hạn và báo cáo minh chứng trên LMS
2776,0.1451,Cao,"Trong học kỳ này, Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ. Cần tăng cường tham gia hoạt động có trọng điểm",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp
2777,0.1726,Cao,Thực tế cho thấy Ít tham gia hoạt động Đoàn–Hội trong học kỳ,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng và báo cáo minh chứng trên LMS
2778,0.7239,Thấp,Tham gia cuộc thi học thuật và đạt thành tích khá,Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
2779,0.235,Cao,"Trong học kỳ này, Bỏ qua chương trình thiện nguyện của trường",Hệ quả là thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần và báo cáo minh chứng trên LMS
2780,0.7623,Thấp,"Theo ghi nhận, Tích cực dự hội thảo học thuật và đặt câu hỏi",Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
2781,0.7375,Thấp,Thực tế cho thấy Tích cực dự hội thảo học thuật và đặt câu hỏi,Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
2782,0.0344,Cao,Thiếu tinh thần hợp tác trong dự án cộng đồng,Hoàn thành minh chứng rèn luyện và nộp trước hạn và báo cáo minh chứng trên LMS
2783,0.7064,Thấp,Đóng góp đều cho hoạt động lớp và chi đoàn,Tổ chức hoạt động học thuật quy mô nhỏ và báo cáo minh chứng trên LMS
2784,0.0714,Cao,Chưa hoàn thành cam kết rèn luyện đầu kỳ,"Từ đó, đăng ký trực nhật/lực lượng hậu cần trong sự kiện"
2785,0.613,Thấp,Quan sát cho thấy Đề xuất ý tưởng hoạt động cho chi đoàn,Hỗ trợ truyền thông và hậu cần cho chương trình
2786,0.4948,Trung bình,"Theo ghi nhận, Tham gia câu lạc bộ học thuật nhưng ít hoạt động. Ảnh hưởng trực tiếp tới điểm rèn luyện",Chủ động nhận nhiệm vụ trong sự kiện của khoa và báo cáo minh chứng trên LMS
2787,0.3286,Trung bình,Quan sát cho thấy Chưa tận dụng các chương trình kỹ năng mềm,Tham gia nhóm học tập tình nguyện cố định
2788,0.4098,Trung bình,"Thực tế cho thấy Thiếu chiều sâu, tham gia tình nguyện ngắn hạn","Từ đó, chuẩn bị nội dung trước khi dự seminar học thuật"
2789,0.2573,Cao,Quan sát cho thấy Không tham gia các cuộc thi học thuật cấp khoa,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng
2790,0.6981,Thấp,"Trong học kỳ này, Đóng góp đều cho hoạt động lớp và chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện",Ghi nhận thành tích và nộp minh chứng đúng hạn
2791,0.7208,Thấp,Tích cực dự hội thảo học thuật và đặt câu hỏi,Chia sẻ kinh nghiệm rèn luyện cho lớp
2792,0.0483,Cao,Vi phạm nội quy trong sự kiện của khoa,"Vì vậy, tham gia đội hình tình nguyện tại địa phương và báo cáo minh chứng trên LMS"
2793,0.7961,Thấp,Tham gia tập huấn kỹ năng mềm theo lộ trình. Cần tăng cường tham gia hoạt động có trọng điểm,Hệ quả là ghi nhận thành tích và nộp minh chứng đúng hạn và báo cáo minh chứng trên LMS
2794,0.4722,Trung bình,"Đáng chú ý, Chưa có minh chứng đóng góp cộng đồng nổi bật",Chuẩn bị nội dung trước khi dự seminar học thuật
2795,0.2174,Cao,"Trong học kỳ này, Không hoàn thành nghĩa vụ trực nhật/lao động công ích",Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng
2796,0.3901,Trung bình,Thực tế cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều. Cần tăng cường tham gia hoạt động có trọng điểm,Mở rộng tham gia cuộc thi học thuật cấp khoa
2797,0.5616,Trung bình,Thực tế cho thấy Thỉnh thoảng vắng họp lớp không lý do,Rèn luyện kỹ năng làm việc nhóm qua dự án và báo cáo minh chứng trên LMS
2798,0.6202,Thấp,"Đúng hạn, hoàn thành minh chứng rèn luyện đầy đủ",Chia sẻ kinh nghiệm rèn luyện cho lớp và báo cáo minh chứng trên LMS
2799,0.6456,Thấp,Thực tế cho thấy Đóng góp hoạt động cộng đồng tại địa phương. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
2800,0.4811,Trung bình,Quan sát cho thấy Đóng góp hoạt động lớp ở mức tối thiểu. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tăng tần suất tham gia hoạt động lớp và chi đoàn
