id,self_study_pred,severity_level,reason_text,solution_text
2199,0.4856,Trung bình,Quan sát cho thấy Kế hoạch học có nhưng ít theo dõi tiến độ. Ảnh hưởng tới hiệu quả tự học,Xin phản hồi nhanh từ giảng viên qua LMS
2200,0.7185,Thấp,Quan sát cho thấy Tổng hợp tài liệu tham khảo cá nhân hóa. Cần điều chỉnh thói quen học,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
2201,0.3328,Cao,Không luyện tập bài tập mẫu và đề cũ. Ảnh hưởng tới hiệu quả tự học,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
2202,0.2795,Cao,"Theo ghi nhận, Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp",Đăng ký giờ học tại thư viện/khu vực yên tĩnh
2203,0.0553,Cao,Thiếu kỹ năng quản lý thời gian và ưu tiên công việc,"Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
2204,0.6027,Thấp,Thực tế cho thấy Tạo flashcards và ôn theo chu kỳ,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
2205,0.4579,Trung bình,Tự học cá nhân nhưng ít thảo luận nhóm,Chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần
2206,0.659,Thấp,"Trong học kỳ này, Có nhật ký học tập theo ngày",Tăng cường vai trò trong nhóm học
2207,0.4319,Trung bình,Thiếu kỹ thuật ghi chú và tổng hợp theo chương. Ảnh hưởng tới hiệu quả tự học,Chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần
2208,0.9136,Tốt,Thực tế cho thấy Tự thiết kế quiz/flashcards cho cả lớp sử dụng,Thử nghiệm phương pháp mới và đo lường hiệu quả và cập nhật tiến độ mỗi tuần
2209,0.9388,Tốt,"Theo ghi nhận, Lập báo cáo tiến độ tự học mỗi tuần. Cần điều chỉnh thói quen học",Nâng cấp bộ flashcards/quiz và công bố cho lớp
2210,0.1841,Cao,Học đứt đoạn do lịch sinh hoạt không ổn định,Sử dụng flashcards cho khái niệm trọng tâm
2211,0.5592,Trung bình,Tự học cá nhân nhưng ít thảo luận nhóm,Tạo bộ flashcards dùng chung với nhóm và cập nhật tiến độ mỗi tuần
2212,0.5167,Trung bình,"Trong học kỳ này, Chưa đủ cho môn có thực hành, thời lượng tự học 3–4 giờ/tuần","Do đó, phân bổ lại thời lượng giữa các môn theo trọng số"
2213,0.4175,Trung bình,Quan sát cho thấy Chưa lập bảng mục tiêu theo CLO/PLO,Tạo bộ flashcards dùng chung với nhóm
2214,0.9202,Tốt,Tối ưu hóa phương pháp học qua thử nghiệm A/B. Ảnh hưởng tới hiệu quả tự học,Thực hiện project mở rộng gắn với CLO/PLO và cập nhật tiến độ mỗi tuần
2215,0.9541,Tốt,"Theo ghi nhận, Hoàn tất nội dung sớm và làm thêm bài nâng cao. Cần điều chỉnh thói quen học",Hệ quả là thử nghiệm phương pháp mới và đo lường hiệu quả
2216,0.9256,Tốt,"Trong học kỳ này, Luôn liên hệ giảng viên để xác nhận hướng ôn tập. Cần điều chỉnh thói quen học",Ghi nhận thành tích và làm case study ngắn và cập nhật tiến độ mỗi tuần
2217,0.9239,Tốt,Tổng hợp tài liệu/cheatsheet chia sẻ cho nhóm,Lập kế hoạch học sớm cho học kỳ kế tiếp và cập nhật tiến độ mỗi tuần
2218,0.9129,Tốt,Quan sát cho thấy Lập báo cáo tiến độ tự học mỗi tuần,Nâng cấp bộ flashcards/quiz và công bố cho lớp và cập nhật tiến độ mỗi tuần
2219,0.7635,Thấp,"Trong học kỳ này, Tự làm quiz để theo dõi tiến bộ",Bổ sung tài liệu tham khảo nâng cao
2220,0.8266,Thấp,"Trong học kỳ này, Sử dụng LMS thường xuyên để xem lại nội dung. Ảnh hưởng tới hiệu quả tự học",Hệ quả là duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
2221,0.3688,Trung bình,"Trong học kỳ này, Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành","Từ đó, áp dụng Active Recall vào cuối mỗi buổi học"
2222,0.9164,Tốt,Hoàn tất nội dung sớm và làm thêm bài nâng cao. Ảnh hưởng tới hiệu quả tự học,"Vì vậy, hỗ trợ giảng viên xây dựng ngân hàng câu hỏi"
2223,0.4836,Trung bình,Thực tế cho thấy Chưa xây dựng kho tài liệu cá nhân hóa. Ảnh hưởng tới hiệu quả tự học,Thiết lập mục tiêu SMART cho từng tuần
2224,0.778,Thấp,Có lịch học cố định vào buổi tối. Cần điều chỉnh thói quen học,Tối ưu thời gian bằng batch processing nhiệm vụ
2225,0.3164,Cao,"Theo ghi nhận, Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Ảnh hưởng tới hiệu quả tự học",Áp dụng Pomodoro (25/5) và tắt thông báo khi học
2226,0.2916,Cao,Học đứt đoạn do lịch sinh hoạt không ổn định. Ảnh hưởng tới hiệu quả tự học,Đăng ký giờ học tại thư viện/khu vực yên tĩnh
2227,0.1083,Cao,"Trong học kỳ này, Thường xuyên trì hoãn, không hoàn thành kế hoạch ngày","Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
2228,0.875,Tốt,Xây dựng thư viện tài liệu số rõ ràng theo chương,Lập kế hoạch học sớm cho học kỳ kế tiếp
2229,0.3118,Cao,"Trong học kỳ này, Bỏ qua môn có clo trọng số cao, tập trung vào môn phụ. Ảnh hưởng tới hiệu quả tự học","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
2230,0.4785,Trung bình,"Theo ghi nhận, Chưa xây dựng kho tài liệu cá nhân hóa","Do đó, ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi"
2231,0.0731,Cao,"Theo ghi nhận, Thiếu động lực do chưa thấy liên hệ thực tiễn. Ảnh hưởng tới hiệu quả tự học",Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
2232,0.5466,Trung bình,"Thực tế cho thấy Thiếu nhịp độ hằng ngày, ôn tập dồn trước kiểm tra. Ảnh hưởng tới hiệu quả tự học",Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
2233,0.1283,Cao,Thiếu động lực do chưa thấy liên hệ thực tiễn. Cần điều chỉnh thói quen học,Tham gia nhóm học tập và đặt mục tiêu chung
2234,0.2959,Cao,Quan sát cho thấy Không sử dụng tài nguyên LMS/ebook của học phần. Cần điều chỉnh thói quen học,"Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
2235,0.0514,Cao,Quan sát cho thấy Không sử dụng tài nguyên LMS/ebook của học phần,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
2236,0.356,Trung bình,"Trong học kỳ này, Thiếu kiểm tra nhanh (quiz) để tự đánh giá. Ảnh hưởng tới hiệu quả tự học",Hệ quả là thiết lập mục tiêu SMART cho từng tuần và cập nhật tiến độ mỗi tuần
2237,0.5136,Trung bình,"Trong học kỳ này, Chưa lập bảng mục tiêu theo CLO/PLO. Ảnh hưởng tới hiệu quả tự học",Đưa thảo luận nhóm vào lịch cố định và cập nhật tiến độ mỗi tuần
2238,0.861,Tốt,Hoàn tất nội dung sớm và làm thêm bài nâng cao. Ảnh hưởng tới hiệu quả tự học,Xây dựng guideline tự học cho môn tiếp theo
2239,0.8948,Tốt,Tổ chức buổi study group đều đặn cho lớp. Cần điều chỉnh thói quen học,Lập kế hoạch học sớm cho học kỳ kế tiếp và cập nhật tiến độ mỗi tuần
2240,0.0352,Cao,"Trong học kỳ này, Không sử dụng tài nguyên LMS/ebook của học phần","Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
2241,0.9611,Tốt,Thực tế cho thấy Hoàn tất nội dung sớm và làm thêm bài nâng cao. Cần điều chỉnh thói quen học,Ghi nhận thành tích và làm case study ngắn
2242,0.4825,Trung bình,Thỉnh thoảng bỏ qua bài tập củng cố sau buổi học. Cần điều chỉnh thói quen học,Thiết lập mục tiêu SMART cho từng tuần
2243,0.0246,Cao,"Quan sát cho thấy Tự học rời rạc, không theo mục tiêu CLO. Ảnh hưởng tới hiệu quả tự học","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
2244,0.5274,Trung bình,Thực tế cho thấy Có tự học nhưng thời lượng không đều giữa các tuần,Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần
2245,0.9047,Tốt,Tự thiết kế quiz/flashcards cho cả lớp sử dụng. Cần điều chỉnh thói quen học,"Do đó, nâng cấp bộ flashcards/quiz và công bố cho lớp"
2246,0.8515,Tốt,"Trong học kỳ này, Lập báo cáo tiến độ tự học mỗi tuần","Từ đó, thử nghiệm phương pháp mới và đo lường hiệu quả"
2247,0.1183,Cao,"Theo ghi nhận, Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
2248,0.5993,Trung bình,"Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành",Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
2249,0.5397,Trung bình,"Trong học kỳ này, Chưa áp dụng phương pháp Pomodoro/Active Recall",Hệ quả là phân bổ lại thời lượng giữa các môn theo trọng số và cập nhật tiến độ mỗi tuần
2250,0.7261,Thấp,"Theo ghi nhận, Có nhật ký học tập theo ngày. Cần điều chỉnh thói quen học",Tối ưu thời gian bằng batch processing nhiệm vụ
2251,0.4276,Trung bình,Quan sát cho thấy Sử dụng tài nguyên LMS ở mức cơ bản. Cần điều chỉnh thói quen học,Chuẩn hóa checklist theo chương và theo CLO
2252,0.3845,Trung bình,"Quan sát cho thấy Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành",Hệ quả là ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần
2253,0.6262,Thấp,Thực tế cho thấy Giảm xao nhãng bằng kỹ thuật chặn mạng xã hội. Cần điều chỉnh thói quen học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
2254,0.4433,Trung bình,"Ôn tập dồn trước kiểm tra, thiếu nhịp độ hằng ngày",Phân bổ lại thời lượng giữa các môn theo trọng số
2255,0.7466,Thấp,"Theo ghi nhận, Tạo flashcards và ôn theo chu kỳ",Tối ưu thời gian bằng batch processing nhiệm vụ
2256,0.1963,Cao,"Trong học kỳ này, Không duy trì lịch tự học cố định trong tuần",Tham gia nhóm học tập và đặt mục tiêu chung
2257,0.4446,Trung bình,"Theo ghi nhận, Chưa lập bảng mục tiêu theo CLO/PLO",Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
2258,0.0539,Cao,"Trong học kỳ này, Thường xuyên sử dụng thiết bị số làm xao nhãng khi học","Vì vậy, sử dụng flashcards cho khái niệm trọng tâm"
2259,0.9304,Tốt,Thực tế cho thấy Chủ động mentoring bạn học yếu hơn,Tham gia nghiên cứu nhỏ về kỹ thuật học tập
2260,0.4621,Trung bình,Thiếu kiểm tra nhanh (quiz) để tự đánh giá. Cần điều chỉnh thói quen học,Thiết lập mục tiêu SMART cho từng tuần
2261,0.1178,Cao,"Trong học kỳ này, Bỏ qua môn có clo trọng số cao, tập trung vào môn phụ. Ảnh hưởng tới hiệu quả tự học","Từ đó, đăng ký giờ học tại thư viện/khu vực yên tĩnh"
2262,0.688,Thấp,"Theo ghi nhận, Có nhật ký học tập theo ngày. Ảnh hưởng tới hiệu quả tự học","Từ đó, rèn luyện kỹ năng trình bày kiến thức đã học"
2263,0.9755,Tốt,Tự thiết kế quiz/flashcards cho cả lớp sử dụng. Ảnh hưởng tới hiệu quả tự học,Hỗ trợ giảng viên xây dựng ngân hàng câu hỏi
2264,0.1376,Cao,"Trong học kỳ này, Không có nhóm học tập hoặc bạn học kèm. Ảnh hưởng tới hiệu quả tự học","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
2265,0.4253,Trung bình,Tự học cá nhân nhưng ít thảo luận nhóm,Tạo bộ flashcards dùng chung với nhóm và cập nhật tiến độ mỗi tuần
2266,0.614,Thấp,"Trong học kỳ này, Có lịch học cố định vào buổi tối. Ảnh hưởng tới hiệu quả tự học",Làm mini-project áp dụng kiến thức
2267,0.9449,Tốt,Chủ động mentoring bạn học yếu hơn. Ảnh hưởng tới hiệu quả tự học,Ghi nhận thành tích và làm case study ngắn và cập nhật tiến độ mỗi tuần
2268,0.8203,Thấp,Áp dụng Active Recall/Spaced Repetition trong ôn tập. Cần điều chỉnh thói quen học,Cập nhật dashboard tiến độ công khai cho nhóm
2269,0.771,Thấp,Thực tế cho thấy Tổng hợp tài liệu tham khảo cá nhân hóa,Đặt mục tiêu điểm/đề hoàn thành theo tuần và cập nhật tiến độ mỗi tuần
2270,0.7637,Thấp,Quan sát cho thấy Áp dụng Active Recall/Spaced Repetition trong ôn tập,"Vì vậy, rèn luyện kỹ năng trình bày kiến thức đã học"
2271,0.7669,Thấp,Thực tế cho thấy Tạo flashcards và ôn theo chu kỳ,Chia sẻ phương pháp học với bạn cùng lớp
2272,0.5234,Trung bình,Thực tế cho thấy Có tự học nhưng thời lượng không đều giữa các tuần,Phân bổ lại thời lượng giữa các môn theo trọng số
2273,0.2704,Cao,"Theo ghi nhận, Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung","Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
2274,0.8591,Tốt,"Theo ghi nhận, Giữ tính kỷ luật cao, không bỏ buổi tự học nào",Xây dựng guideline tự học cho môn tiếp theo
2275,0.887,Tốt,"Trong học kỳ này, Xây dựng thư viện tài liệu số rõ ràng theo chương",Xây dựng guideline tự học cho môn tiếp theo
2276,0.5966,Trung bình,"Trong học kỳ này, Chưa lập bảng mục tiêu theo CLO/PLO. Ảnh hưởng tới hiệu quả tự học",Xin phản hồi nhanh từ giảng viên qua LMS
2277,0.819,Thấp,Có checklist hoàn thành bài tập theo tuần. Ảnh hưởng tới hiệu quả tự học,Rèn luyện kỹ năng trình bày kiến thức đã học và cập nhật tiến độ mỗi tuần
2278,0.8558,Tốt,Đặt mục tiêu SMART và theo dõi qua dashboard cá nhân. Ảnh hưởng tới hiệu quả tự học,"Từ đó, ghi nhận thành tích và làm case study ngắn và cập nhật tiến độ mỗi tuần"
2279,0.7126,Thấp,Tự làm quiz để theo dõi tiến bộ. Cần điều chỉnh thói quen học,Bổ sung tài liệu tham khảo nâng cao
2280,0.2185,Cao,Không luyện tập bài tập mẫu và đề cũ,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
2281,0.1194,Cao,Không đặt mục tiêu tuần/tháng cho từng CLO,Áp dụng Pomodoro (25/5) và tắt thông báo khi học
2282,0.2157,Cao,"Tập trung vào môn phụ, bỏ qua môn có CLO trọng số cao. Ảnh hưởng tới hiệu quả tự học","Từ đó, sử dụng flashcards cho khái niệm trọng tâm và cập nhật tiến độ mỗi tuần"
